issue_key,project,issue_type,title,description,actual_story_points,predicted_story_points,confidence,complex_flag,subtask_count,subtask_points_sum,subtask_titles,subtasks_json,reasoning,source,rag_story_points,rag_raw_average,rag_confidence,no_rag_fallback,similar_tickets_json
DM-14302,Lsstcorp Data management,Bug,"verify fails on master, possibly with unexpected Quantity repr",In building {{verify}} package on my Mac with numpy 1.14.2 and astropy3 I get the following failure:,1,2,0.45,False,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. This appears to be a build or runtime issue related to package compatibility, likely involving simple fixes such as version updates or configuration changes.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
NEXUS-14593,Sonatype Nexus,Bug,Errors reported when accessing NXRM3 via index.html,"Intermittant errors have been reported when accessing NXRM3 via index.html (aka localhost:8081/index.html). See attached.   No errors have been reported when using the site without index.html.   Reportedly, this was carryover from NXRM2 (and was a result of old bookmarking).    *Steps to Reproduce*   * Edit _nexus.properties_ and set _nexus-context-path=/nexus/_   * Start nxrm and go to [http://localhost:8081/nexus/index.html]",1,2,0.3,False,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. This issue appears to involve configuration settings affecting a web interface, but the description does not mention new functionality or major code changes. It seems like a configuration or compatibility problem that can be addressed with a quick fix.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
DM-8365,Lsstcorp Data management,Story,deprecate pex_logging,"With the implementation of RFC-203, {{pex_logging}} is no longer used within {{pipe_tasks}}.  Please check if there are project-supported codes that still use pex_logging and need to be ported, update documentations if necessary, and formally deprecate {{pex_logging}}.",1,3,0.2,False,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. This task involves reviewing usage of a deprecated system (pex_logging), assessing dependencies, updating documentation, and managing the deprecation process. The scope is primarily process and coordination rather than complex technical implementation.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
DM-7415,Lsstcorp Data management,Story,Port dax_dbserv to Python 3,Work related to porting {{dax_dbserv}} to Python 3.,1,5,0.45,True,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. Porting a database driver to Python 3 typically involves updating syntax, fixing compatibility issues, and ensuring performance remains consistent. The scope appears moderate as it focuses on code conversion rather than major architecture changes.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
DNN-10263,DotNetNuke Platform,Bug,SI: HyperLink Manager not displaying page List after applying Security Patch sept 2017,All sites still using RAD Editor are affected by it:    The List of Pages on the Hyperlink Manager is not displayed.     !screenshot-1.png|width=1000!,1,3,0.45,False,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. This issue appears to be a display problem related to the HyperLink Manager after applying a security patch, likely involving UI rendering rather than complex logic changes. The scope is limited to fixing a broken page list view, which aligns with low complexity in terms of effort.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
DM-12782,Lsstcorp Data management,Story,travissync pull on el7-4 hung,The pull of the {{travissync}} image under the {{travissync}} job has been in progress on {{el7-4}} for over 16mins while it is typically under 1min.    There are multiple hung {{docker-gc}} (the nightly cleanup script) on that node:          Looking at the {{dmesg}} on that node shows xfs errors from dockerd,1,5,0.45,True,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. The issue involves a prolonged process (16+ minutes vs typical 1 minute) and multiple hung docker-gc processes, indicating significant system strain likely due to underlying filesystem or resource issues.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
DM-3488,Lsstcorp Data management,Story,Debug problem with large results set,Query returning 2 billion rows causes problems for czar - czar is using nearly 16 GB or memory. Need to understand why RAM usage in czar is correlated with result size.,1,13,0.45,True,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. The issue involves handling a very large results set (2 billion rows) that exceeds typical memory usage for the czar component, indicating significant complexity and potential inefficiencies in query or data processing logic.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
JAVA-1215,The Mongo Java driver,New Feature,Implement new API for all queries and updates,Implement new CRUD API in MongoDatabase and MongoCollection,1,8,0.45,True,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. This task requires designing and implementing a unified API for all CRUD operations, which involves multiple components but is within the scope of one feature implementation. The complexity arises from ensuring consistency across different query types without major refactoring of existing code.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
DM-16563,Lsstcorp Data management,Story,Fix \input detection regex in lsst-projectmeta-kit,"In https://github.com/lsst-dm/dmtn-101, there are commands like {{\inputData{CBP}}}. These are being detected by lsst-projectmeta-kit as {{\input}} commands.",1,2,0.45,False,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. The issue involves adjusting a regex for input detection, which is a focused code change rather than a major refactor or new feature. The scope is limited to modifying the existing pattern.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
MULE-10945,Mule,Enhancement Request,Populate Layout information for Transactional Action parameters,"*Populate Layout information for Transactional Action parameters*    * The {{Transactional Action}} parameter is injected when using a {{Transactional Connection}}, due that is injected by the SDK and not defined by the extension developer, there is no chance to be able to define a custom layout information.",1,2,0.3,False,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. This enhancement requires adding logic to capture and use layout information for Transactional Action parameters, but does not involve complex architecture or multiple systems integration. The scope is limited to modifying the extension to handle parameter data.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
DM-13817,Lsstcorp Data management,Story,Atmopsheric data challenge,We launched today at PCWG telecon a data Challenge on the determination of atmospheric transparency.    The details are in the talks at :    https://confluence.slac.stanford.edu/display/LSSTDESC/PCWG+Meeting+Page     March 15th         The trigger for this challenge is the acknowledgment that T_atmo is difficult to constrain from spectrometry or photometry alone. We wish to explore how to combine informations from both observations.,2,5,0.45,False,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. This ticket outlines a new initiative to address uncertainties in atmospheric transparency by integrating spectrometry and photometry data, which is a moderate scope requiring coordination but not an overly complex solution.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
USERGRID-536,Apache Usergrid,Story,Change our index structure for static mapping and cleanup api,"Currently, our dynamic mapping causes several issues with elastic search.  We should change our mapping to use a static structure, and resolve this operational pain.  We need to make the following changes.  h2. Modify our IndexScope  This should more closely resemble the elements of an edge since this represents an edge. It will simplify the use of our query module and make development clearer.  This scope should be refactored into the following objects.    * IndexEdge - Id, name, timestamp, edgeType (source or target) * SearchEdge - Id, name, edgeType  Note: edgeType is the type of the Id within the edge.  Does this Id represent a source Id, or does it represent a targetId?  The entity to be indexed will implicitly be the opposite of the type specified.  I.E if it's a source edge, the document is the target.  If it's a target edge, the document is the source.  These values should also be stored within our document, so that we can index our documents.  Note that we perform bidirectional indexing in some cases, such was users, groups etc.  When we do this, we need to ensure that mark the direction of the edge appropriately.  h2. Change default sort ordering  When sorting is unspecified, we should order by timestamp descending from our index edge.  This ensures that we retain the correct edge time semantics, and will properly order collections and connections  h2. Remove the legacy query class  We don't need the Query class, it has far too many functions to be a well encapsulated object.  Instead, we should simply take the string QL, the SearchEdge and the limit to return our candidates.  From there, we should parse and visit the query internally to the query logic, NOT externally.  h2. Create a static mapping  The mapping should contains the following static fields.  * entityId - The entity id * entityType - The entity type (from the id) * entityVersion - The entity version * edgeId - The edge Id * edgeName - The edge name * edgeTimestamp - The edge timestamp * edgeType - source | target * edgeSearch - edgeId + edgeName + edgeType   It will then contain an array of """"""""fields""""""""  Each of these fields will have the following formation.      We will define a field type for each type of field.  Note that each field tuple will always contain a single field and a single value.  Possible field types are the following.  * string - This will be mapped into 2 mapping with multi mappings.  It will be a string unanalyzed, and an analyzed string.  The 2 fields will then be """"""""string_u"""""""" and """"""""string_a"""""""".  The Query visitor will need to update the field name appropriately * long - An unanalyzed long * double - An unanalyzed double * boolean - An unanalyzed boolean * location - A geolocation field * uuid - A UUID stored as an unanalyzed string  The entity path will be a flattened path from the root json element to the max json element.  It can be though of as a path through the tree of json elements.  We will use a dot '.' to delimit the fields.  X.Y.Z for nested objects.  Primitive arrays will contain a field object for each element in the array.  h2. Indexing    When indexing entities, we will no longer modify or prefix field names.  They will be inserted into the value exactly as their path appears after lower case.  h2. Querying    When querying, the """"""""contains"""""""" operation for a string will need to use the """"""""string_a"""""""" data type.  When using =, we will need to use the string_u data type.  Each criteria will need to use nested object querying, to ensure the property name and property value are both part of the same field tuple.   h3. References  Multi Field Mapping: http://www.elastic.co/guide/en/elasticsearch/reference/current/_multi_fields.html Nested Objects: http://www.elastic.co/guide/en/elasticsearch/guide/current/nested-objects.html Nested Object Search: http://www.elastic.co/guide/en/elasticsearch/guide/master/nested-sorting.html",2,13,0.2,True,4,23, |  |  | ,"[{""title"": """", ""story_points"": 5, ""reasoning"": """"}, {""title"": """", ""story_points"": 8, ""reasoning"": """"}, {""title"": """", ""story_points"": 5, ""reasoning"": """"}, {""title"": """", ""story_points"": 5, ""reasoning"": """"}]","No similar tickets found in the vector store; estimate is based on ticket details only. This ticket involves multiple complex changes to the Elasticsearch index structure, including refactoring index models, updating static mappings for various field types, and modifying query logic. The scope spans both infrastructure (mapping design) and application code (query handling), requiring significant effort but not an entire feature release.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
MULE-14206,Mule,Task,Upgrade Gson,Upgrade Gson to the latest version that doesn't break backwards compatibility.,2,3,0.45,False,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. This task involves updating a dependency (Gson) but maintaining backward compatibility, which is generally a moderate effort involving research and testing.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
XD-2905,Spring XD,Story,Complete remaining work for the DEBS challenge,"As a developer, I'd like to complete the remaining work with DEBS challenge, so I can submit by the deadline.",2,5,0.45,False,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. The task is to finish the outstanding features for a single integration or module as part of the DEBS challenge, which aligns with moderate effort in agile estimation (Fibonacci level 5). No large systems or major new components are indicated by the description.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
XD-124,Spring XD,Story,Clean shutdown of redis in xd-container,"Need to shutdown cleanly, no exception messages are shown.  Order of components in the stream should be shut down from 'first to last'  (opposite of creation)",2,3,0.45,False,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. The task involves a clean shutdown process for Redis within the XD container, which is a moderate complexity operation but does not require extensive new work or multiple major components. The scope focuses on ensuring proper order and error-free termination.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
DM-1431,Lsstcorp Data management,Story,Process sample sdss data with LSST Stack in a Docker container in OpenStack,"Process sample sdss data, starting with the lsst_dm_stack_demo, with LSST Stack in a Docker container in an OpenStack instance.",2,5,0.45,True,4,8, |  |  | ,"[{""title"": """", ""story_points"": 2, ""reasoning"": """"}, {""title"": """", ""story_points"": 3, ""reasoning"": """"}, {""title"": """", ""story_points"": 2, ""reasoning"": """"}, {""title"": """", ""story_points"": 1, ""reasoning"": """"}]","No similar tickets found in the vector store; estimate is based on ticket details only. This task involves setting up and running a single demo stack for processing SDSS data within a Docker container on OpenStack, which aligns with a moderate effort level equivalent to about 5 Fibonacci points.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
MXNET-475,Apache MXNet,Epic,test epic,epic success,2,21,0.3,True,4,21, |  |  | ,"[{""title"": """", ""story_points"": 8, ""reasoning"": """"}, {""title"": """", ""story_points"": 5, ""reasoning"": """"}, {""title"": """", ""story_points"": 5, ""reasoning"": """"}, {""title"": """", ""story_points"": 3, ""reasoning"": """"}]","No similar tickets found in the vector store; estimate is based on ticket details only. This epic encompasses a broad set of goals related to the successful testing and validation of the entire Apache MXNet project. Given its scope covers multiple components, features, and success criteria, it aligns best with the highest Fibonacci value available (21).",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
NEXUS-4726,Sonatype Nexus,Improvement,Make Feeds UI resilient to 404,"Make Feeds UI resilient to 404, since it might become a """"""""normal state"""""""" of an instance to operate without feeds present (they are in a removable plugin!).    Also, we might consider the Feed UI move into the timeline plugin too, if it proves that UI is actually not a """"""""generic and fully capable RSS reader"""""""" (but it actually relies on some DTOs present in timeline REST API).",2,3,0.45,False,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. The task is to improve the Feeds UI's handling of 404 errors, which is a localized enhancement rather than a major refactoring or new feature. Since the feeds are in a removable plugin and may not be present by design, this is an incremental improvement that should take moderate effort.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
CLOV-1077,Atlassian Clover,Bug,Missing icons on TreeView and Cloud Report tabs,"On IDEA 11 the """"""""Tree View"""""""" and """"""""Cloud Report"""""""" tabs have missing icons. See attached screenshot.",2,2,0.3,False,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. This issue involves a UI component (TreeView and Cloud Report tab) lacking an icon, which is a straightforward bug fix requiring code changes to restore the missing visual element.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
DM-14116,Lsstcorp Data management,Story,Learn how to rerun command-line drivers on lsst-dev,"Yusra showed me how to source the latest weekly build of the pipeline and running command-line tasks on HSC data on lsst-dev, e.g.:    source scl_source enable devtoolset-6; source /software/lsstsw/stack3/loadLSST.bash    setup lsst_distrib -t w_2018_14 # For that week    mkdir /project/<USER>cmodelconfigs/    multiBandDriver.py /datasets/hsc/repo --calib /datasets/hsc/repo/CALIB/ --rerun RC/w_2018_14/DM-13890:private/<USER>cmodelconfigs/w_2018_14 --id tract=9813 patch=3,4 filter=HSC-G^HSC-R^HSC-I^HSC-Z^HSC-Y^NB0921",2,5,0.45,False,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. The ticket involves demonstrating a known workflow for rerunning command-line drivers on specific HSC data using a weekly pipeline build, which is a moderate technical task but not overly complex.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
DM-15592,Lsstcorp Data management,Story,Improve the SQuaSH API /kpms resource in order to be used in the characterization report,The SQuaSH API /kpms resource should return the information needed to feed the characterization report notebook template.    https://github.com/lsst-sqre/nbreport/blob/master/tests/TESTR-001/TESTR-001.ipynb    In particular user should query by Jenkins Job IDs which are more meaningful instead of SQuaSH internal Job IDs.,3,5,0.45,True,4,6, |  |  | ,"[{""title"": """", ""story_points"": 2, ""reasoning"": """"}, {""title"": """", ""story_points"": 2, ""reasoning"": """"}, {""title"": """", ""story_points"": 1, ""reasoning"": """"}, {""title"": """", ""story_points"": 1, ""reasoning"": """"}]","No similar tickets found in the vector store; estimate is based on ticket details only. This task involves modifying an API endpoint to return different, more user-friendly data (Jenkins Job IDs instead of internal SQuaSH IDs), which is a moderate amount of work requiring code changes and testing.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
BE-179,Hyperledger Blockchain Explorer,New Feature,Full Testing of Patch - Sprint #13,"Full testing of a patch to ensure no bugs are found. If bugs are found the team will open a bug in the current Sprint and fix the bug, and submit another patch which will need to be re-tested.",3,3,0.4,False,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. This ticket involves comprehensive testing of a patch rather than building new functionality, so it's considered moderate in complexity and effort. Full testing typically requires focused effort but is less intensive than major development work.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
DNN-7715,DotNetNuke Platform,Bug,IE - Dynamic Content Viewer Quick Setting does not stay on page to make selection,Steps:    1. Login as Host in IE 11  2. Create a new page  3. Add DCC Viewer module to the page  4. Click to see Quick Setting menu  5. Try to change any settings    Expected result:    Quick Setting menu is functional.    Actual result:    Please view the following clip: http://screencast.com/t/BqQcqAKe,3,2,0.3,False,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. This issue appears to involve a UI component (DCC Viewer Quick Setting) not persisting its state across page reloads or interactions in IE11, which is typically a moderate complexity bug affecting user experience but not requiring major backend changes.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
DM-953,Lsstcorp Data management,Story,Move qserv-testdata.py to qserv_testdata package,"Andy S. suggests this during DM-622 review, but this needs to be studied deeply, as qserv_testdata goal is to store large datafile, difficult to version in git.",3,3,0.45,False,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. This task involves moving a single Python script between packages, which is a straightforward refactoring effort. There are no major logic changes or complex dependencies involved. However, care must be taken to ensure compatibility with the new package structure.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
ALOY-1690,Alloy Framework,Bug,sourcemaps not being generated for files under lib,"h5.Description    Alloy should be generating sourcemaps for files under {{lib}} according to ALOY-616 but this currently is not occurring. It looks like this was broken in ALOY-1262 as it checks whether the target file (i.e the file we're about to write exists) rather than the file we're generating the sourcemap for.    h5.Steps to reproduce    1. Compile kitchensink-v2 {{\[appc\] alloy compile --config platform=ios}}  2. Check the sourcemap directory {{ls ./build/map/Resources/iphone}}    h5.Expected    There should be {{actionbar.js.map}}, {{logger.js.map}}, and, {{permissions.js.map}} files in that folder    h5.Actual    Those files do not exist",3,3,0.45,False,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. The issue is a clear bug affecting build output, but the root cause appears to be a logic flaw in the sourcemap generation code introduced in ALOY-1262. The fix should be straightforward by adjusting the condition to reference the source file instead of the target file being written. No complex architecture or multiple teams are involved.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
DM-5885,Lsstcorp Data management,Story,Create a JSON file for monitoring stack,"Create a JSON or YAML file with:    - Qserv version  - libraries/deps version  - other idea welcome    This will interesting """"""""GROUP BY"""""""" in monitoring tool (performance for each Qserv or xrootd version for example)",3,3,0.45,False,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. The task involves creating a configuration file with straightforward data, requiring basic setup and minimal complexity.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
MESOS-6104,Apache Mesos,Bug,Potential FD double close in libevent's implementation of `sendfile`.,"Repro copied from: https://reviews.apache.org/r/51509/  It is possible to make the master CHECK fail by repeatedly hitting the web UI and reloading the static assets:  1) Paste lots of text (16KB or more) of text into `src/webui/master/static/home.html`.  The more text, the more reliable the repro.  2) Start the master with SSL enabled:   3) Run two instances of this python script repeatedly:   i.e.",3,2,0.2,False,0,0,,[],"No similar tickets found in the vector store; estimate is based on ticket details only. This appears to be a potential bug in libevent's sendfile implementation, but the description does not provide evidence of new features or major scope changes beyond identifying a possible issue. The task is essentially to report and address a bug, which typically requires modest effort.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
DM-1124,Lsstcorp Data management,Story,Chebyshev approximation object for aperture corrections,"Using the interface defined in DM-740, implement a Chebyshev-based implementation to be used to interpolate aperture corrections across CCD-level interfaces.  A prototype is available on the HSC fork, which can be copied directly, modulo any interface changes on DM-740.  For more information, see the HSC Jira issue (which also includes the work associated with DM-740): https://hsc-jira.astro.princeton.edu/jira/browse/HSC-796 and the HSC git commits https://github.com/HyperSuprime-Cam/afw/compare/releases/S14A_0...tickets/DM-796",3,8,0.45,True,4,10, |  |  | ,"[{""title"": """", ""story_points"": 3, ""reasoning"": """"}, {""title"": """", ""story_points"": 3, ""reasoning"": """"}, {""title"": """", ""story_points"": 2, ""reasoning"": """"}, {""title"": """", ""story_points"": 2, ""reasoning"": """"}]","No similar tickets found in the vector store; estimate is based on ticket details only. The task involves implementing a specialized interpolation method for aperture corrections, which is moderately complex but within the scope of a single developer's effort over one or two sprints. The work is bounded by an existing prototype and clear interface requirements.",llm:olmo-3-7b-instruct+no-retrieval,,,,True,[]
